gene	cc01-20covid1	cc01-20covid2	cc03-19covid	cc03-20covid1	cc03-20covid2	cc01-20mock1	cc01-20mock2	cc03-19mock1	cc03-20mock1	cc03-20mock2
ZNF337	5.16	5.09	4.1	5.29	4.73	14.16	9.2	5.1	11.62	10.74
CEP85	10.14	8.77	7.23	8.57	8.28	8.23	7.72	6.08	16	15.95
TAF4	1.42	2.21	2.38	1.2	2.01	2.9	2.09	2.66	2.17	1.59
GATA5	0	0	0.03	0	0	0	0	0	0	0
RBBP8NL	0.78	1.03	3.91	1.59	1.69	1.69	2.22	1.37	2.93	3.69
LAMA5	22.32	28.9	89.82	38.1	47.26	101.86	92.91	64.03	122.04	163.8
OSBPL2	42	40.98	72.54	44.22	48.52	53.08	51.11	46.47	67.53	62.56
ADRM1	195.02	187.05	159.97	247.37	220.87	77.2	81.89	189.45	148.17	137.29
ASS1	73.54	80	182.64	73.21	79.8	114.31	77.85	56.08	113.89	111.47
PRDM12	0.03	0.06	0.06	0	0	0.06	0	0.06	0.04	0.17
EXOSC2	20.3	20.22	15.87	15.04	13.55	16.8	13.27	20.24	17.79	14.92
POMT1	26.26	30.79	28.75	19.66	22.05	30.36	28.5	25.62	26.36	28.67
UCK1	31.63	28.32	28.9	23.88	27.42	28.31	29.24	20.87	30.86	28.56
FIBCD1	1.11	1.53	2.93	1.18	1.35	1.77	1.56	4.25	2.66	3.03
PRRC2B	14.71	16.59	25.86	21.54	26.38	26.69	25.82	26.36	37.27	34.16
CHMP2A	233.22	238.16	210.33	221.47	204.54	189.37	207.65	201.13	244.5	232.44
UBE2M	96.93	93.37	80.42	107.64	90.7	65.86	72.78	104.46	95.71	82.26
TRIM28	240.19	235.2	186.34	222.55	213.74	184.83	144.34	253.42	254.11	204.34
METTL26	96.2	91.7	77.11	62.18	63.61	105.88	98.03	61.31	69.27	64.6
YIPF2	71.4	72.76	59.26	58.6	56.03	73.94	64.71	70.72	72.94	68.88
ATG4D	25.47	22.47	31.68	25.1	27.03	23	23.29	22.49	31.27	37.7
EIF2S3	61.14	63.41	45.83	46.84	45.49	69.15	56.17	86.74	69.26	65.93
TMEM160	48.57	51.54	28.35	50.73	45.2	23.57	23.08	41.73	48.09	43.75
ZC3H4	1.35	1.02	1.61	1.5	1.01	1.97	2.01	1.48	1.19	1.44
NPAS1	1.02	1.11	1.98	1.31	1.11	1.26	1.44	1.68	3.58	4.85
GMFG	0.77	0.57	3.92	0.24	0	1.03	1.12	5.14	0.78	1.16
MAP3K10	1.87	2.17	4.66	4.76	4.77	3.37	4.07	2.65	4.06	5.16
ARHGEF16	26.29	26.87	60.02	19.37	23.63	28.09	26.25	37.53	30.92	30.58
LRRC47	37.07	38.27	42.89	44.55	39.28	38.4	27.38	49.36	58.94	57.43
SESN2	24.37	20.85	23.14	19.84	20.31	19.27	21.48	23.8	24.38	27.51
SMPDL3B	43.93	45.4	15.07	9.85	9.18	29.5	20.38	18.07	3.83	5.26
ATP5IF1	380.32	382.3	267.96	305.99	328.96	326.75	367.99	445.26	601.7	590.77
MED18	23.26	20.79	18.63	21.22	24.55	17.52	16.91	19.81	21.72	22.74
THEMIS2	5.25	8.76	28.16	17.03	14.51	3.84	2.64	3.61	3.82	2.43
CLIP1	70.58	70.33	105.63	108.27	110.26	50.72	67.28	82.52	70.84	68.51
CCDC62	0.14	0.2	0.17	0.02	0.39	0.08	0.18	0.2	0.19	0.24
HIP1R	55.48	57.2	75.82	65.22	68.61	37.11	39.82	46.13	47.34	39.47
ZNF317	22.1	19.67	25.18	19.06	20.24	24.96	17.78	21.45	25.63	23.97
PPAN	39.2	41.11	37.8	44.08	46.49	20.38	20.27	39.21	33.94	38.77
EIF3G	137.52	135.93	141.53	142.87	137.72	83.67	84.78	161.8	110.16	107.22
ANGPTL6	0.51	0.14	0.32	0.15	0.15	0.53	0.59	0.15	0.03	0.16
SHFL	43.36	48.36	92.82	46.22	42.57	29.3	25.59	19.48	26.19	29.83
DNMT1	47.24	57.73	48.55	43.83	42.29	27.24	27.52	39.88	33.38	26.02
ZNF426	15.59	15.95	20.35	24.97	22.87	19.65	21.49	18.49	25.9	25.09
SLC6A8	15.11	13.49	278.06	18.05	24.51	272.79	175.2	121.07	290.57	280.77
PNCK	0.59	0.07	39.71	0.11	1.01	38.46	27.88	1.89	35.52	39.63
DKC1	60.83	58.48	42.88	58.08	59.57	39.09	32.88	68.94	50.08	49.19
PLXNA3	19.62	19.3	28.33	31.52	47.24	29.36	19.08	31.08	17.79	20.88
DUSP9	0.16	0.15	0.62	0.12	0.75	0.51	0.57	0.74	0.46	0.58
MPP1	14.34	13.51	6.61	1.78	1.3	9.32	5.07	5.82	1.45	1.88
ZNF331	5.6	5.61	5.86	3.16	3.25	16.11	11.74	8.75	11.23	11.52
ZNF236	2.23	2.36	6.37	3.6	3.39	5.12	4.11	1.59	5.11	4.56
SLC7A10	0.63	0.79	0.64	0	0	0.26	0.31	0.46	0	0
LRP3	12.8	12.31	10.16	8.31	6.92	10.55	8.99	16.99	8.8	10.02
C12orf65	20.34	22.98	11.74	13.7	11.1	33.98	27.66	15	20.86	19.93
NOL11	68.2	67.6	40.8	61.46	64.19	33.26	30.2	52.61	51.56	50.34
UBE4B	13.53	13.99	9.78	14.86	15.81	11.62	9.65	13.71	16.77	16.25
CASZ1	10.04	8.99	8.27	15.81	14.82	9.62	14.26	7.31	18.2	18.99
PKDREJ	0	0.02	0	0.05	0.05	0.04	0.08	0	0.03	0.02
HSD17B3	0.79	0.25	0.27	0.33	0.03	0.27	0	1.11	0.06	0.14
NUTM2F	0	0	0	0.01	0.01	0	0	0	0	0
HABP4	12.68	11.82	7.1	14	11.53	9.45	7.4	12.2	5.71	6.99
FBP2	0	0	0	0	0	0	0	0.06	0	0
SLC35D2	38.81	31.23	23.65	35.26	32.9	13.8	13.76	21.74	15.42	15.11
PRRG1	4.23	4.26	4.24	3.84	3.65	3.47	2.06	6.59	2.85	3.48
UBA1	179.47	181.31	131.07	224.57	226.91	110.1	102.71	187.76	150.27	144.24
RGN	3.23	2.88	1.79	0.15	0	4.71	4.96	2.17	1.11	0.97
POLN	0.87	0.71	0.73	0.77	0.44	1.64	1.49	1.01	0.63	1.34
TXLNGY	0.15	0.69	8.69	14.36	13.98	1.39	1.3	9.54	19.12	20.87
TTTY9B	0	0	0	0	0	0	0	0	0	0
PPIL4	20.05	20.39	17.04	16.47	16.94	22.43	21.74	16.56	25.48	21.95
ULBP2	11.96	9.2	7.55	44.29	43.61	4.05	6.31	20.89	6.33	6.23
AKAP12	8.28	6.03	14.45	48.89	38.93	7.12	3.96	5.18	3.22	6.36
SYNE1	5.3	7.3	3.14	1.26	1.78	15.53	10.6	2.89	2.21	3.22
ULBP3	7.22	7.81	2.92	9.28	7.53	1.99	2.41	6.95	4.08	3.75
LATS1	5.89	6.75	6.36	6.72	7.47	7.84	6.68	5.44	10.48	8.42
EPS8L1	101.86	108	656.38	336.96	388.26	91.78	285.72	152.54	261.92	283.93
LILRB2	0	0	0	0	0	0	0	0	0	0
AAR2	33.31	33.25	28.98	32.1	30.3	30.98	27.37	27.86	41.13	36.42
TTLL9	0.34	0.78	0.69	0.47	1.27	1.07	0.64	0.03	5.02	4.12
BPIFA2	2.3	2.55	6.44	2.04	2.36	8.84	7.15	0.57	0.43	0.14
RBM39	179.75	192.09	331.06	179.33	192.12	311.93	285.26	185.12	256.08	288.32
COX4I2	0	0.13	0	0	0	0.44	0.73	0	0.16	0.22
BPIFA3	0.04	0	0	0	0	0	0	0	0	0
ZNF341	6.13	5.88	4.26	4.74	4.84	4.09	3.2	3.99	3.75	3.01
GGT7	6.62	6.49	15.48	3.14	4.86	22.78	18.07	6.16	12.91	12.93
DEFB118	0	0	0	0	0	0	0	0	0	0
ACSS2	98.63	89.5	61.15	45.51	47.17	105.3	94.23	55.56	39.87	44.55
EDA2R	5.74	4.55	5.75	1.73	2.86	8.57	8.22	5.01	3.79	4.66
ARHGEF9	7.65	8.63	8.53	5.98	7.81	13.02	13.13	7.82	10.2	10.42
C1QL1	0.05	0.11	0.05	0.14	0.14	0.31	0.6	0.08	0.41	0.46
GFAP	0.29	0.27	0.23	0.22	0.58	0.4	0.78	0.12	1.57	0.33
PYY	0	0.13	0	0	0	0.35	0.31	0.14	0	0.09
HIGD1B	0.1	0.1	0.29	0.43	0.6	0.79	0.55	0.11	0.45	0.36
ATP6V1E1	174.63	164.34	160.99	162.63	160.38	109.22	118.92	175.87	147.31	132.96
ZNF227	6.26	7	6.64	5.85	6.67	9.49	9.16	6.22	13.3	13.81
ZNF428	15.03	15.7	11.33	18.34	17.54	12.45	11.81	14.07	22.46	25.96
TEX101	0	0	0	0	0	0	0.72	0.15	0.26	0.03
ZNF141	2.59	3.61	3.11	2.06	2.72	5.79	6.17	0.9	5.17	6.41
CCL25	0	0	0	0	0	0	0	0	0.06	0
COX4I1	529.7	527.25	399	561	525.31	352.53	378.6	578.51	635.78	609.3
EMC8	40.41	41.17	31.55	36.55	42.9	18.14	20.01	40.96	31.75	27.4
GSE1	12.36	14.43	15.58	5.89	5.77	9.61	9.16	9.9	10.31	7.58
AC010531.1	1.73	0	1.45	0.55	2.29	1.64	0	2.27	2.14	0.56
GINS2	10.48	12.09	4.78	8.49	7.43	2.13	1.59	8.35	4.3	2.87
CHMP1A	101.24	98.49	105.25	123.79	123.77	74.38	71.19	108.3	110	113.15
SH3BGRL	58.08	56.97	42.58	50.45	50.59	74.01	70.91	61.94	112.57	97.35
COX7B	213.24	220.43	159.69	193.13	178.67	144.85	203.32	212.27	307.35	284.84
SLC34A1	0	0.01	0	0	0	0.22	0.1	0.02	0	0
F12	4.38	3.73	5.22	11.42	11.03	6.87	9.34	17.81	15	13.52
PRR7	10.01	8.27	7.02	5.07	5.48	8.71	5.99	27.27	14.28	13.05
NFATC1	3.63	3.72	3.45	4.28	4.65	2.96	4.09	2.46	2.83	2.64
IDO1	8.25	14.83	127.21	30.71	17.62	5.33	5.04	6.23	1.64	1.73
GJA9	0	0.83	0.07	1.24	1.2	0	0.21	0.73	1.04	0.2
CAP1	641.91	591.98	460.49	1041.24	1023.3	210.84	247.34	639.51	298.15	294.13
PPT1	145.46	131.74	82.25	60.6	60.04	65.71	56.85	107.18	85.5	79.68
RAB11FIP4	27.87	29.99	22.42	37.09	34.16	15.99	13.34	16.19	18.45	18.13
RLIM	8.05	8.04	11.51	8.13	9.04	6.81	5.81	10.68	10.46	9.26
CDX4	0	0	0	0	0	0	0	0	0	0
ABCB7	11.96	10.12	6.36	6.48	7.16	9.38	10.85	8.15	15.95	14.91
TRAF3	17.18	13.94	15.41	19.79	20.29	9.71	7.25	18.61	15.53	15.15
HAUS8	9.43	10.21	5.91	7.63	8.05	7.14	5.33	8.17	6.4	9.04
ADGRE3	0.02	0.03	0	0	0	0.2	0.21	0.1	0	0
MRPS25	114.13	116.3	52.45	58.54	51.29	78.66	76.17	83.7	61.23	60.87
SH3BP5	5.52	4.77	4.82	9.81	8.97	10.63	10.45	6.1	15.2	16.26
HACL1	26.74	25.68	19.68	15.23	17.46	21.76	18.14	24.54	25.89	25.35
TBC1D5	12.69	16.27	9.89	8.57	8.31	19.62	17.01	9.65	23.83	17.35
CAPN7	25.98	24.78	32.45	17.98	25.46	41.93	29.56	22.93	31.44	39.1
RFTN1	31.07	30.26	22.43	26.97	22.11	27.88	22.67	24.8	3.67	4.93
C3orf20	0	0	0.09	0.01	0	0	0	0	0	0
RBSN	16.55	19.11	13.85	10.15	14.1	23.08	21.88	10.84	15.24	17.35
GALNT15	0	0.06	0.35	0	0	0.25	0.39	0.4	0.4	0.69
SLC6A6	17.01	14.21	11.9	5.86	7.71	22.38	13.82	8.23	8.45	10.21
KCNC3	0.31	0.25	0.31	0.1	0.06	0.48	0.26	0.12	0.04	0.21
NAPSA	1271.25	1253.39	513.22	86.45	55.48	2359.87	1979.92	523.68	45.26	42.49
NAPSB	0.45	0.16	3.24	0.61	0.27	0.92	0.15	4.04	0.41	0.48
NR1H2	118.45	110.84	137.1	92.48	93.9	121.66	107.14	93.87	92.16	95.64
LRRC4B	0	0	0.08	0	0	0.24	0	0.05	0.01	0
PDLIM4	188.89	163.28	149.38	174.7	169.65	77.11	80.77	140.3	149.17	151.42
KIF3A	13.41	12.22	6.75	12.03	12.32	11.99	9.09	11.41	13.11	13.76
MGAT1	110.28	104.04	132.63	152.06	158.23	103.97	96.05	157.76	129.52	126.36
GFPT2	4.5	4.4	3.86	1.4	1.15	7.67	5.43	6.99	2.95	2.97
TUBG1	135.47	128.96	86.98	122.38	129.11	54.88	52.27	130.97	103.35	102.75
PSME3	241.04	218.91	149.9	234.42	235.47	65.23	68.15	209.5	126.1	128.61
RPL27	565.75	605.43	429.58	497.86	456.2	355.59	433.89	693.28	508.51	499.14
PSMC3IP	9.08	8.48	7	6.53	7.46	4.16	3.55	6.78	8.06	6.32
AOC3	0.04	0.06	0.28	0.02	0	0.63	0.79	0.08	0.27	0.8
ACLY	127.51	117.22	75.88	180.17	186.25	57.07	50.51	190.01	54.09	53.03
VPS25	93.77	92.55	77.17	97.87	89.44	53.9	56.82	81.81	91.67	88.74
RAMP2	0.22	0	0.07	0.08	0	0.82	0.41	0.23	1.33	1.12
AOC2	0.56	0.36	1.05	0.09	0.31	0.92	0.48	0.65	0.4	0.66
G6PC	0	0.19	0	0	0	0	0	0	0	0
AC091132.1	0	0.21	0.46	0	0.13	0	0.43	0	0	0.6
NDUFA2	103.61	105.25	83.13	69.81	70.76	93.66	106.22	91.89	129.77	115.75
ANKHD1	38.79	40.02	60.32	34.79	35.46	71.48	69.19	40.67	70.66	63.95
DIAPH1	80.82	78.8	58.52	74.24	82.44	35.84	40.11	56.21	38.68	35.05
NDFIP1	76.91	77.16	58.42	54.42	51.69	63.59	52.58	49.97	55.73	53.25
UBE2D2	140.79	139.4	106.96	151.62	144.11	96.06	103.16	125.51	132.35	125.07
TTTY6	0	0	0	0	0	0	0	0	0	0
TTTY6B	0	0	0	0	0	0	0	0	0	0
EXOC4	26.84	28.85	31.68	27.46	31.38	34.11	37.3	23.51	53.51	49.78
ACAP3	29.14	31.61	56.65	34.03	36.51	33.12	37.22	48.66	51.03	56.8
C1orf159	20.93	17.71	28.23	27.35	28.26	12.94	14.43	19.69	18.39	18.23
ANO1	4.86	6.19	8.3	71.85	78.62	1.72	1.05	46.43	9.7	14.22
PPFIA1	26.12	27.04	31.81	30.32	25.47	22.31	24.57	19.78	21.97	19.8
TMEM204	0.67	0.28	2.24	0.22	0.47	3.28	2.64	1.68	2.01	1.49
KREMEN2	0.06	0.06	0.42	0.77	0.71	0.36	0.29	2.11	3.02	3.6
THOC6	40.13	37.13	26.18	14.89	16.99	42.95	37.47	22.3	35.57	38.43
TRAF7	43.34	40.12	35.57	48.01	48.6	20.89	18.18	58.04	43.61	40.08
BARX1	0.03	0.03	0	0.09	0.06	0	0.06	0.15	0.03	0
NINJ1	166.15	164.48	92.7	56.77	48.78	134.93	113.99	104.89	105.53	99.15
CA6	0	0	0	0	0	0	1.28	0	1.24	0.87
NPHP4	5.85	5.6	4.44	4.18	4.46	6.25	5.65	4.1	5.74	6.85
MAP1B	3.24	3.94	8.96	6.13	4.58	10.66	13.43	19.81	28.72	34.91
RHOXF2	0.01	0	0	0	0	0.08	0.21	0	0.05	0
IL13RA1	99.91	93.74	71.48	65.25	57.95	78.78	70.37	67.68	50.07	54.11
WDR44	16.8	12.34	9.21	15.62	17.4	7.09	12.3	12.38	13.3	13.15
CKMT2	0.07	0.16	0.4	0	0	1.51	1.21	0.26	0.94	1.81
ZCCHC9	21.61	19.72	16.83	16.08	15	13.93	14.91	12.75	15.34	16.93
KRT34	0.29	0.07	0.28	1.13	1.05	0.27	0.17	0.72	0.54	0.58
KRT33B	0.02	0.03	0.03	0.08	0.12	0.05	0.06	0.07	0.31	0.29
TNS4	7.1	7.29	12.97	42.93	45.74	6.28	7.37	36.23	12.42	12.91
TOP2A	19.91	26.7	11.44	16.73	16.53	4.67	7.76	21.42	20.34	17.54
STARD3	54.96	52.82	66.04	50.36	51.79	35.45	32.59	41.77	50.67	51.22
RARA	13.61	13.45	17.33	13.18	14.25	19.73	15.14	10.34	14.91	11.95
PPP1R1B	2.21	2.18	4.17	0.32	0.27	81.57	72.96	0.42	14.33	12.22
KHDRBS3	33.43	29.47	15.85	9.23	11.25	16.7	9.78	16.7	10.97	10.34
CHD1L	34.23	35.65	21.84	21.01	17.7	19.21	16.96	38.87	39.08	33.96
PEX11B	51.52	52.42	37.67	45.73	44.79	45.04	43.72	56.79	69.41	67.08
FMO5	24.4	25.64	12.65	2.44	2.44	42.99	42.08	9.95	34.59	32.9
PIAS3	57.51	58.47	94.58	77.37	88.34	86.77	80.18	70.15	107.46	118.49
PRKAB2	8.53	7.55	8.41	12.71	11.92	9.51	8.11	9.23	24.54	23.32
CLUHP3	5.62	9	20.12	4.04	6.4	8.2	8.08	4	6.05	6.91
FSHB	0	0	0	0	0	0	0	0	0	0
PDHA1	236.02	242.22	177.79	216.7	226.58	170.48	158.73	258.79	263.91	265.32
RAI2	0.18	0.1	0.03	0.22	0	0	0.32	0.41	0.22	0
MCCC2	53.71	56.47	40.22	45.6	46.44	41.05	42.94	59.39	81.18	73.1
AC005261.1	4.51	3.42	4.86	4.21	5.34	4.8	4.58	3.62	8.6	7.2
ZSCAN5A	7.24	9.27	6.24	4.84	5.92	6.03	6.19	5.19	9.64	10.64
ZNF132	3.6	3.29	2.42	3.98	3.52	6.17	4.9	1.8	8.25	8.54
USP29	0	0	0	0	0	0	0	0	0	0
SELENOS	111.61	107.65	120.54	183.73	177.47	87.1	93.87	109.17	108.64	109.97
CHSY1	6.72	7.07	6.7	11.85	12.13	12.23	10.49	16.65	13.36	16.03
SNRPA1	100.87	87.67	92.83	101.67	100.2	74.99	67.82	109.72	65.19	77.77
KRT17P1	0	0	0.11	0.61	0.46	0	0.07	0.17	0	0.09
LLGL1	1.52	1.26	2.15	1.3	1.42	2.3	2.07	2.87	1.69	1.43
NR0B2	3.79	4.25	0.76	0.87	0.44	11.42	7.53	0.94	0.08	0.2
LIN28A	0	0	0.07	0	0	0.02	0.03	0	0	0
THAP1	15.97	16.58	14.69	17.38	10.72	10.06	9.13	10.6	12.68	13.67
RHPN2	18.38	14.59	23.41	14.91	16.89	16.83	11.06	7.32	23.39	20.88
C19orf12	19.39	19.78	10.56	14.35	16.32	10.7	8.77	14.03	8.67	10.5
FAAP24	5.86	5.38	3.14	5.05	3.89	3.27	2.64	4.2	4.08	4.17
LRRC9	0.04	0.01	0.08	0.02	0	0.05	0.1	0	0.08	0.03
ACTR10	130.51	132.29	85.7	122.56	108.58	85.42	73.24	100.43	97.84	97.79
ABHD12B	1.89	3.04	4.06	2.28	1.63	3.01	3.75	0.47	6.37	6.56
GCH1	10.65	9.37	16.02	18.57	18.31	7.43	8.68	11.22	27.37	19.23
LGALS3	687.53	701.35	1390.54	764.16	799.34	695.76	898.49	717.48	1302.02	1216.17
UBE2L2	0	0	0	0	0	0	0	0	0	0
PODNL1	0.91	0.79	1.29	1.8	2.04	3.35	2.67	6.47	4.43	4.13
DNAJB1	383.31	345.2	282.2	355.96	365.67	154.71	175.11	314.48	275.32	259.81
ZSWIM4	5.96	4.71	15.56	15.22	18.57	3.55	5.84	4.34	5.82	4.86
FBXW9	18.72	19.38	11.53	15.38	17.9	19.52	17.04	17.37	49.11	45.9
RFX1	1.69	1.35	1.47	1.84	1.65	1.66	2.46	1.74	2.61	1.93
ZNF20	3.4	4.73	2.44	3.62	2.83	1.55	3.17	3.83	8.48	7.61
C19orf57	2.28	2.14	2.41	1.75	1.52	1.81	2.53	1.15	3.34	5.35
DCAF15	6.84	9.85	11.86	10.88	13.1	8.07	8.8	10.26	11.49	14.47
CC2D1A	43.26	38.98	46.96	38.36	45.02	36.32	35.44	35.1	50.07	49.87
RTBDN	0	0	0.02	0.1	0.02	0.2	0.25	0	0.78	0.38
MATN3	1.04	1.22	1.07	9.37	9.26	1.08	0.85	3.95	1.93	2.04
TRIM21	53.19	62.23	55.53	63.82	59.17	20.26	16.91	22.56	23.35	20.75
SPATA6	7.05	4.93	3.77	3.17	4.94	10.78	8.05	2.53	17.39	18.57
LRRC41	121.2	106.67	84.08	95.67	100.84	93.96	87.21	114.83	108.49	103.08
CCT6B	1.29	1.33	1.52	1.22	0.86	2.88	2.13	2.35	3.59	4.43
DHX30	55.9	54.79	52.76	58	64.8	47.55	42.48	61.51	65.23	67.38
RAF1	78.27	76.78	95.16	68.01	75.91	86.66	71.23	68.34	80.24	85.53
SLC6A11	0.47	0.25	0.99	2.46	3.32	0.25	0.17	4.37	0.59	0.75
PPARG	67.34	57.56	44.65	14.01	12.83	16.03	14.96	58.16	15.12	12.54
NUP210	4.78	5.55	3.48	0.47	0.68	6.66	6.53	0.72	0.94	0.91
FCRLA	0.05	0.3	0.27	0.42	0.63	0	0	0.28	0	0
HSD17B7	54.36	53.12	29.54	43.74	41.51	44.4	37.95	23.24	23.29	25.39
ENOSF1	39.73	38.02	44.77	36.48	34.22	79.98	82.44	50.9	61.89	67.4
LINC00470	0	0	0.54	0	0	0	0	0.22	0	0
EMILIN2	12.31	12.72	7.73	12.08	12.51	9.04	8.61	5.83	5.78	9.56
SLX1A	53.82	56.48	52.26	45	39.08	38.97	40.57	37.71	50.5	45.72
ARFIP2	77.23	79.59	97.46	61.38	66.68	84.9	74.78	93.28	91.65	84.96
TRIM5	49.22	52.92	46.3	59.66	54	28.73	27.48	27.47	21.94	24.19
CNGA4	0.62	0.51	0	0.26	0.07	1.26	0.7	0	4.32	3.46
TRIM22	183.17	185.39	308.69	153.98	158.59	167.28	143.82	90.15	132.43	120.88
RRP8	28.54	29.78	20.16	22.64	27.78	27.38	22.25	23.6	23.22	28.16
TIMM10B	60.31	53.14	41.31	56.09	58.01	46.48	45.41	45.6	52.72	47.47
EFR3A	77.74	69	43.52	51.33	58.94	41.76	30.01	61.24	42.86	35.02
HHLA1	0	0	0.11	0.02	0	0.07	0.02	0	0.02	0.02
PTCD3	102.52	101.51	85.45	71.63	75.97	90.56	77.83	100.51	132.49	138.64
IMMT	71.99	69.66	46.9	75.91	78.15	44.82	39.82	79.5	89.06	81.67
MRPL35	41.98	44.96	35.91	57.68	56.99	24.38	27.74	54.48	56.46	56.7
IQCA1	2.63	2.49	2.09	4.05	3.7	3	2.87	1.17	3.31	2.9
ILKAP	40	39.51	40.89	36.4	33.87	27.45	32.69	28.2	35.53	33.09
PER2	2.56	3.76	13.59	5.69	6.23	11.19	8.08	6.08	16.62	15.12
RAMP1	21.3	19.93	20.37	10.91	8.16	13.09	11.78	10.33	19.35	20.22
SCLY	25.72	18.7	15.99	15.73	18.51	9.77	8.62	21.82	13.95	13.84
PTPRE	21.47	17.09	11.46	19.24	23.09	9.49	12.29	12.99	7.3	9.45
RAN	1262.12	1226.57	696.82	1177.92	1150.12	334.65	350.25	1096.01	659.61	627.84
PRKAA1	40.45	38.8	43.45	35.65	43.64	46.04	38.03	41.16	50.56	49.62
CARD6	11.29	10.14	9.72	12.87	14.83	6.05	7.8	13.24	9.6	10.16
AC002316.1	1.16	1.78	2.43	1.62	1.74	1.2	0.83	1.58	0.46	0.57
CLUH	46.21	46.68	63.76	49.59	59.39	50.68	41.06	62.69	90.61	85.95
INPP5K	34.57	29.66	31.41	30.91	30.53	28.07	30.67	22.58	29.57	23.12
MYBBP1A	38.26	41.8	36.49	37.17	41.53	37.69	28.9	60.79	39.27	37.66
RPA1	76.1	74.34	57.76	65.08	62.7	68.66	57.37	80.35	99.91	89.61
SERPINF1	23.43	20.07	62.98	30.7	33.17	180.87	133.03	79.48	329.04	319.35
UBE2G1	51.07	51.55	68	57.57	71.24	46.45	52.43	74.23	80.15	76.03
EEFSEC	13.9	13.17	10.62	14.55	14.68	12.97	10.7	17.16	17.36	14.44
TBC1D14	28.59	26.45	40.73	29.72	31.71	32.83	35.37	33.69	52.36	47.72
TMEM128	25.34	27.86	23.76	19.68	20.75	39.14	32.98	25.22	35.04	35.59
COQ3	18.36	19.16	9.02	12.4	17.45	6.01	6.84	18.42	15.67	13.49
PNISR	27.78	35.5	126.43	24.69	29.56	163.18	147.93	37.89	84.78	97.84
POPDC3	3.88	3.64	6.28	2.39	2.44	0.63	0.97	9.11	1.29	1.07
SEC61G	282.07	307.87	211.41	299.9	278.29	239.31	232.04	291.75	154.32	151.26
LANCL2	20.34	21.35	11.76	18.29	17.06	5.86	9.7	19.32	20.13	14.46
FIGNL1	11.48	10.57	5.68	9.96	8.82	7.5	7.83	8.83	12.2	8.89
DDC	0.09	0.17	0.24	0.22	0.03	0.87	0.82	0.49	0	0
FTHL17	0	0	0	0	0	0	0	0	0	0
GRSF1	134.42	134.51	103.21	112.17	115.21	78.79	77.37	126	115.83	115.49
ENAM	0.22	0.28	0	0.03	0	0.07	0.15	0.04	0	0
JCHAIN	0	0	0	0	0	0	0	0.03	0	0
ANKRD17	19.6	19.83	21.18	19.28	18.59	23.5	23.32	20.64	36.98	29.15
UTP3	10.96	13.22	9.93	14.37	14.42	7.07	8.51	14.54	12.37	11.76
ITGB4	56.1	59.56	69.33	182.58	208.87	93.57	80.25	220.94	151.38	130.31
WBP2	112.96	120.9	121.22	124.43	118.32	151.47	132.16	72.34	101.04	99.08
H3-3B	1518.53	1541.97	1980.93	1874.04	1778.53	1391.74	1348.59	1407.07	1909.23	1813.84
UNK	19.94	19.69	18.98	17.68	20.4	16.41	17.31	14.58	24.52	23.99
TRIM47	55.63	45.34	41.88	84.56	68.61	31.34	27.64	24.82	42.14	36.55
ZRANB2	66.04	68.8	94.23	45.41	49.66	146.8	128.44	61.12	87.13	97.66
EIF5A	1084.51	1095.29	343.38	364.89	294.18	319.51	346.65	706.81	181.81	193.39
KDM6B	0.79	0.59	1.03	1.43	1.03	0.98	1.33	0.99	0.64	1.19
CLEC10A	0	0	0	0	0	0	0	0	0	0
SLC52A1	0.32	0.15	0.42	0.24	0.37	1.61	1.8	0.08	4.14	3.92
GUCY2D	2.04	1.9	1.21	0.34	0.72	8.02	6.5	2.4	1.16	1.06
GPS2	97.62	99.59	116.36	85.47	97.36	75.68	84.41	69.36	88	88.01
XAF1	31.74	38.15	108.51	36.67	35.24	4.03	6.05	1.63	10.46	11.27
DLG4	0.47	0.36	0.81	0.68	0.52	1.97	1.19	0.68	1.4	1.52
RIDA	23.75	17.99	13.25	13.24	12.9	20.99	24.07	27.11	28.02	27.66
VPS13B	3.67	4.19	6.43	3.94	4.71	7.56	8.69	4.64	8.46	7.11
RGS22	0.54	1.16	1.27	0.8	0.6	1.11	1.05	0.67	4.5	5.61
MATN2	1.61	2.66	4.57	5.77	6.25	7.75	7.78	3.68	14.59	15.59
REEP2	0.49	0.94	0.5	0.87	0.17	2.08	3.9	4.33	4.66	6.32
PCBD2	7.19	9.8	6.93	8.57	7.63	11.3	10.31	9.05	19.44	21.82
SDF2	76.1	78.53	58.39	79.18	71.61	60.09	48.4	82.89	62.01	73.94
FLOT2	110.03	107.46	78.59	92.59	93.91	93.75	75.59	155.71	132.61	134.23
ERAL1	76.28	77.74	49.59	61.75	65.01	47.99	36.68	72.63	65.16	60.76
PRMT7	22.63	26.88	26.44	23.39	23.43	20.95	18.67	27.37	37.87	29.63
NIP7	59.44	51.38	41.83	54.52	57.81	21.57	17.96	59.59	36.14	35.7
TERF2	21.5	20.53	21.17	19.5	20.25	16.85	13.78	22.9	23.06	22.31
VPS4A	34.34	34.7	45.19	38.55	43	38.69	37.16	41.51	38.69	40.94
MTSS2	8.31	8.01	8.56	3.09	3.75	12.95	7.13	7.74	12.79	11.89
HSPA12B	0	0	0.02	0	0	0.1	0.08	0.02	0	0.18
